,Region,Area,Population,Density per square kilometer,Senior citizen %,No of cases,Educational institutes,Hospitals,Supermarts/malls,Number of Households,Number of Notified Households,No. of household with water connection inside the house,Total number of water connections,No of households having private washroom,Density of retail store,Per capita income,Gender Ratio,Domestic Violence %,Internet Penetration %,Police to Population Ratio per 1000,Number of Kirana Shops,Number of Pharmacies,Number of Liquor Stores,Estimates of Alcoholism % in Population,% Unemployed(55%),Age Group Children %,Literacy Rate,Slum percentage,Agriculture and Food,Manufacturing,Mining,Electricity Gas Water,Construction,Trade Hotels Restaurants,Transport Storage Communication,Financing Real Estate Business Services,Community Social Public Admin,Rural,Semi Urban,Urban
130,Kanpur,0.7509999999999999,21799.0,29026.63116,0.05,0.0,36.0,3.0,1.0,4844.0,4026.0,3355.0,,3980.0,38.99261434,96001.31,0.846,0.04381599,0.619,1.0838450000000002,85.0,4.0,2.0,0.428,0.22699999999999998,0.111,0.7120000000000001,0.1576,0.0578128252383834,0.12710214183922502,0.0012193772072611885,0.068572035890688,0.09539833445043414,0.045116956668663964,0.06290551828047422,0.17085626515859706,0.0882972554199131,0,0,0
131,Kanpur,1.45,19341.0,13338.62069,0.05,0.0,32.0,3.0,1.0,4298.0,3572.0,2975.0,,3532.0,38.77772607,96001.31,0.903,0.03887541,0.619,1.0838450000000002,75.0,4.0,2.0,0.428,0.22699999999999998,0.111,0.78,0.1371,0.05129399756574032,0.11277042641003948,0.0010818833233468804,0.06084002688938925,0.08464146000302061,0.040029682963834565,0.055812451445600805,0.15159094565954515,0.07834108064941231,0,0,0
132,Kanpur,3.6919999999999997,34404.0,9318.526544,0.05,0.0,58.0,5.0,1.0,7645.0,6355.0,5293.0,,6282.0,38.94895942,96001.31,0.865,0.06915204,0.619,1.0838450000000002,134.0,7.0,3.0,0.428,0.22699999999999998,0.111,0.7190000000000001,0.156,0.09124237072807663,0.2005973708810816,0.0019244668763986387,0.10822296081394693,0.150561232094717,0.0712052744267496,0.09927985003538856,0.2696517705636209,0.13935404263804255,0,0,0
133,Kanpur,10.479000000000001,22948.0,2189.9036170000004,0.05,0.0,38.0,3.0,1.0,5100.0,4239.0,3531.0,,4191.0,38.78333624,96001.31,0.866,0.04612548,0.619,1.0838450000000002,89.0,4.0,2.0,0.428,0.22699999999999998,0.111,0.765,0.0972,0.06086007218544071,0.1338015482786612,0.001283649165201603,0.07218638834898426,0.10042666998341954,0.04749501911245931,0.066221195169518,0.17986190067707167,0.0929513013154808,0,0,0
134,Kanpur,4.941,51350.0,10392.63307,0.05,1.0,86.0,7.0,2.0,11411.0,9485.0,7901.0,,9376.0,38.94839338,96001.31,0.875,0.1032135,0.619,1.0838450000000002,200.0,10.0,5.0,0.428,0.22699999999999998,0.111,0.792,0.156,0.13618462204646942,0.2994034122411213,0.002872380365744392,0.16152915468539053,0.22472152273176715,0.10627807353254252,0.1481810341622254,0.4024711783060672,0.20799413119007926,0,0,0
135,Kanpur,24.516,53119.0,2166.707456,0.05,1.0,89.0,7.0,2.0,11804.0,9811.0,8173.0,,9699.0,38.9691071,96001.31,0.898,0.10676919,0.619,1.0838450000000002,207.0,10.0,5.0,0.428,0.22699999999999998,0.111,0.7020000000000001,0.1576,0.1408761623853244,0.3097178160630209,0.002971333449814535,0.16709381047192326,0.23246314636784304,0.10993933764313778,0.15328584914631452,0.4163362516151895,0.21515949863068776,0,0,0
136,Kanpur,12.663,29451.0,2325.752191,0.05,0.0,49.0,4.0,1.0,6545.0,5440.0,4532.0,,5378.0,39.04791009,96001.31,0.899,0.05919651,0.619,1.0838450000000002,115.0,6.0,3.0,0.428,0.22699999999999998,0.111,0.75,0.1371,0.07810658819650576,0.17171820630795062,0.0016474094284622805,0.09264255374176117,0.12888556116793135,0.06095414885310438,0.08498694522125999,0.230831132858656,0.11929182390806276,0,0,0
137,Kanpur,0.613,23836.0,38884.17618,0.05,0.0,40.0,3.0,1.0,5297.0,4403.0,3668.0,,4353.0,39.01661353,96001.31,0.703,0.04791036,0.619,1.0838450000000002,93.0,5.0,2.0,0.428,0.22699999999999998,0.111,0.711,0.1371,0.06321512465627352,0.13897915743289907,0.0013333214877874068,0.07497972601910358,0.10431279875042652,0.04933289504813405,0.06878370263467974,0.18682186964174133,0.09654816185095867,0,0,0
138,Kanpur,0.649,18331.0,28244.9923,0.05,0.0,31.0,2.0,1.0,4074.0,3386.0,2821.0,,3348.0,38.73220228,96001.31,0.93,0.03684531,0.619,1.0838450000000002,71.0,3.0,2.0,0.428,0.22699999999999998,0.111,0.8220000000000001,0.1383,0.048615390588779575,0.10688147906118783,0.0010253866501355494,0.05766291985468148,0.08022142615766356,0.037939306055015325,0.0528978877746398,0.14367476474252225,0.0742500568421683,0,0,0
139,Kanpur,0.9570000000000001,21883.0,22866.24869,0.05,0.0,37.0,3.0,1.0,4863.0,4042.0,3368.0,,3996.0,38.84293744,96001.31,0.905,0.04398483,0.619,1.0838450000000002,85.0,4.0,2.0,0.428,0.22699999999999998,0.111,0.7140000000000001,0.0972,0.058035600472110815,0.1275919156781394,0.0012240759404787641,0.06883627053515874,0.09576594122569154,0.04529080979771427,0.06314791763528682,0.17151464060120095,0.08863749898407992,0,0,0
140,Kanpur,1.857,33049.0,17796.98438,0.05,0.0,55.0,4.0,1.0,7344.0,6104.0,5086.0,,6035.0,39.03295107,96001.31,0.914,0.06642849,0.619,1.0838450000000002,129.0,6.0,3.0,0.428,0.22699999999999998,0.111,0.77,0.0972,0.08764879404116394,0.1926968524081172,0.00184867183461512,0.10396060434659146,0.14463138470812412,0.06840085788075945,0.09536971758573297,0.25903154765018915,0.13386558990654193,0,0,0
141,Kanpur,0.8320000000000001,31852.0,38283.65385,0.05,0.0,53.0,4.0,1.0,7078.0,5883.0,4901.0,,5816.0,38.93005149,96001.31,0.846,0.06402252,0.619,1.0838450000000002,124.0,6.0,3.0,0.428,0.22699999999999998,0.111,0.768,0.1371,0.08447424696054807,0.18571757520358706,0.0017817148862646613,0.10019526066288333,0.1393929881607059,0.06592345079179249,0.09191552677965342,0.24964969759308375,0.12901711911716462,0,0,0
142,Kanpur,0.6859999999999999,26891.0,39199.70845,0.05,0.0,45.0,4.0,1.0,5976.0,4967.0,4139.0,,4910.0,39.04652114,96001.31,0.884,0.05405091,0.619,1.0838450000000002,105.0,5.0,2.0,0.428,0.22699999999999998,0.111,0.7340000000000001,0.156,0.07131724774005081,0.15679176550294047,0.00150420993992663,0.08458968838646225,0.11768230706484813,0.055655767777285314,0.07759953631268555,0.21076635746501368,0.10892249623821657,0,0,0
143,Kanpur,0.7120000000000001,26062.0,36603.93258,0.05,0.0,44.0,3.0,1.0,5792.0,4814.0,4011.0,,4759.0,39.13744149,96001.31,0.883,0.05238462,0.619,1.0838450000000002,102.0,5.0,2.0,0.428,0.22699999999999998,0.111,0.778,0.1576,0.06911866835005036,0.15195816416413055,0.0014578379180531713,0.08198194409757834,0.11405437829474813,0.05394000296796734,0.07520728553721359,0.2042688188707444,0.10556461630137964,0,0,0
144,Kanpur,1.68,20982.0,12489.28571,0.05,0.0,35.0,3.0,1.0,4663.0,3876.0,3228.0,,3832.0,39.08111715,96001.31,0.94,0.04217382,0.619,1.0838450000000002,82.0,4.0,2.0,0.428,0.22699999999999998,0.111,0.772,0.0,0.05564607088177257,0.12233850819168855,0.0011736764329902405,0.06600203940815705,0.09182292093394233,0.043426028020638885,0.060547895984261225,0.16445278019898546,0.08498798170652858,0,0,0
145,Kanpur,1.999,29163.0,14588.7944,0.05,0.0,49.0,4.0,1.0,6481.0,5387.0,4487.0,,5325.0,39.09062854,96001.31,0.9179999999999999,0.05861763,0.619,1.0838450000000002,114.0,6.0,3.0,0.428,0.22699999999999998,0.111,0.7290000000000001,0.156,0.07734278739515459,0.17003898171738696,0.0016312994860020198,0.09173660638929004,0.1276251950813345,0.06035808098207472,0.08415586171904536,0.2285738456268712,0.11812527454520505,0,0,0
146,Kanpur,2.698,46343.0,17176.79763,0.05,1.0,78.0,6.0,2.0,10298.0,8560.0,7130.0,,8462.0,39.05659970000001,96001.31,0.884,0.09314943,0.619,1.0838450000000002,181.0,9.0,4.0,0.428,0.22699999999999998,0.111,0.7170000000000001,0.1576,0.12290562686464525,0.2702093930572597,0.0025923023035967357,0.14577888248461646,0.20280953316374464,0.09591518523307922,0.1337323011914316,0.3632272992451426,0.1877131844545636,0,0,0
147,Kanpur,0.172,11818.0,68709.30232999999,0.05,0.0,20.0,2.0,0.0,2626.0,2183.0,1818.0,,2158.0,38.92367575,96001.31,0.87,0.02375418,0.619,1.0838450000000002,46.0,2.0,1.0,0.428,0.22699999999999998,0.111,0.643,0.0,0.031342353716556484,0.06890651462250383,0.0006610670138727795,0.037175297956610426,0.051718772261811576,0.02445947951329284,0.03410328065684868,0.09262715453205653,0.04786902906337597,0,0,0
148,Kanpur,5.932,23794.0,4011.126096,0.05,0.0,40.0,3.0,1.0,5288.0,4395.0,3662.0,,4345.0,39.08548374,96001.31,0.72,0.04782594,0.619,1.0838450000000002,93.0,5.0,2.0,0.428,0.22699999999999998,0.111,0.785,0.1576,0.0631037370394098,0.13873427051344187,0.0013309721211786187,0.0748476086968682,0.1041289953627978,0.04924596848360888,0.06866250295727344,0.18649268192043936,0.09637804006887526,0,0,0
149,Kanpur,14.825999999999999,47061.0,3174.2209629999998,0.05,1.0,79.0,6.0,2.0,10458.0,8693.0,7242.0,,8593.0,39.09819171,96001.31,0.853,0.09459261,0.619,1.0838450000000002,184.0,9.0,4.0,0.428,0.22699999999999998,0.111,0.7659999999999999,0.1383,0.1248098246957916,0.2743957932517899,0.002632465285146969,0.14803745956473546,0.20595169583796874,0.09740121555043783,0.1358042385337583,0.3688548417188282,0.1906214568244658,0,0,0
150,Kanpur,1.495,22003.0,14717.72575,0.05,0.0,37.0,3.0,1.0,4890.0,4065.0,3386.0,,4018.0,39.08557924,96001.31,0.917,0.04422603,0.619,1.0838450000000002,86.0,4.0,2.0,0.428,0.22699999999999998,0.111,0.721,0.1371,0.05835385080600715,0.12829159259087425,0.0012307884165038726,0.06921374859868837,0.09629109376177357,0.04553917141064329,0.06349420242787626,0.17245517694777793,0.08912356121860396,0,0,0
151,Kanpur,2.5669999999999997,52662.0,20514.99805,0.05,1.0,88.0,7.0,2.0,11703.0,9728.0,8104.0,,9616.0,38.92749991,96001.31,0.861,0.10585062,0.619,1.0838450000000002,205.0,10.0,5.0,0.428,0.22699999999999998,0.111,0.601,0.0972,0.1396641590304026,0.30705321315368905,0.002945770103618913,0.16565624817998126,0.2304631904595973,0.1089934938338998,0.1519670812278698,0.4127543756953089,0.21330841162087544,0,0,0
152,Kanpur,9.461,50807.0,5370.151147,0.05,1.0,85.0,7.0,2.0,11290.0,9384.0,7817.0,,9277.0,38.97100793,96001.31,0.8490000000000001,0.10212207,0.619,1.0838450000000002,198.0,10.0,5.0,0.428,0.22699999999999998,0.111,0.76,0.1777,0.13474453928558855,0.2962373742109961,0.002842006411730776,0.1598210664479189,0.222345207505996,0.1051542372340387,0.14661409547575824,0.3982152513378063,0.20579469957885796,0,0,0
153,Kanpur,1.238,24771.0,20008.8853,0.05,0.0,41.0,3.0,1.0,5505.0,4576.0,3812.0,,4523.0,39.15869363,96001.31,0.9259999999999999,0.04978971,0.619,1.0838450000000002,97.0,5.0,2.0,0.428,0.22699999999999998,0.111,0.784,0.1383,0.06569482517454905,0.14443080671129144,0.0013856228634830446,0.07792090926410533,0.10840461226073232,0.05126804594887265,0.07148183831027237,0.19415021534215365,0.10033539676162516,0,0,0
154,Kanpur,1.35,23533.0,17431.85185,0.05,0.0,39.0,3.0,1.0,5230.0,4347.0,3621.0,,4297.0,39.09403816,96001.31,0.838,0.04730133,0.619,1.0838450000000002,92.0,4.0,2.0,0.428,0.22699999999999998,0.111,0.655,0.0972,0.0624115425631853,0.1372124732282436,0.0013163724858240074,0.07402659390869125,0.1029867885968194,0.048705781975488284,0.06790933353339144,0.18444701536663446,0.09532085470878547,0,0,0
155,Kanpur,7.8839999999999995,49340.0,6258.244546,0.05,1.0,83.0,7.0,2.0,10964.0,9113.0,7592.0,,9009.0,38.91366032,96001.31,0.866,0.0991734,0.619,1.0838450000000002,192.0,9.0,5.0,0.428,0.22699999999999998,0.111,0.775,0.156,0.13085392895370598,0.2876838239528126,0.0027599463923238233,0.15520639712126913,0.21592521775239326,0.10211801651598146,0.1423807638863525,0.3867171945009028,0.1998525887618016,0,0,0
156,Kanpur,0.322,26167.0,81263.97516,0.05,0.0,44.0,3.0,1.0,5815.0,4833.0,4027.0,,4778.0,38.98039515,96001.31,0.8759999999999999,0.05259567,0.619,1.0838450000000002,102.0,5.0,2.0,0.428,0.22699999999999998,0.111,0.7190000000000001,0.0972,0.06939713739220965,0.15257038146277355,0.0014637113345751414,0.08231223740316677,0.11451388676381988,0.054157319379280235,0.07551028473072935,0.20509178817399926,0.10598992075658817,0,0,0
157,Kanpur,0.34299999999999997,19164.0,55871.720120000005,0.05,0.0,32.0,3.0,1.0,4259.0,3540.0,2949.0,,3500.0,39.13587977,96001.31,0.8909999999999999,0.03851964,0.619,1.0838450000000002,75.0,4.0,2.0,0.428,0.22699999999999998,0.111,0.757,0.1777,0.05082457832324323,0.1117384029637556,0.001071982421209845,0.060283246745683035,0.08386686001229962,0.039663349584764265,0.0553016813765314,0.15020365454834414,0.07762413885348936,0,0,0
158,Kanpur,1.831,42279.0,23090.66084,0.05,1.0,71.0,6.0,1.0,9395.0,7809.0,6505.0,,7720.0,39.02646704,96001.31,0.899,0.08498079,0.619,1.0838450000000002,165.0,8.0,4.0,0.428,0.22699999999999998,0.111,0.821,0.1576,0.11212754889002301,0.2465136682793061,0.002364973115546391,0.13299495873307934,0.18502436727510002,0.08750400527521646,0.12200478954906968,0.3313744683077354,0.17125187677868275,0,0,0
159,Kanpur,1.182,14485.0,12254.65313,0.05,0.0,24.0,2.0,1.0,3219.0,2676.0,2230.0,,2645.0,38.66068347,96001.31,0.948,0.02911485,0.619,1.0838450000000002,56.0,3.0,1.0,0.428,0.22699999999999998,0.111,0.8079999999999999,0.1371,0.038415467387402334,0.08445683400803589,0.0008102517935308183,0.045564747918556615,0.06339028737623463,0.02997931636064028,0.04179946017214869,0.11353057483472995,0.05867176222567279,0,0,0
160,Kanpur,1.8030000000000002,37593.0,20850.24958,0.05,0.0,63.0,5.0,1.0,8354.0,6944.0,5785.0,,6864.0,39.1030245,96001.31,0.905,0.07556193,0.619,1.0838450000000002,147.0,7.0,3.0,0.428,0.22699999999999998,0.111,0.747,0.1777,0.09969987335137148,0.21919128483701025,0.0021028509267659,0.11825444035224705,0.16451716074109685,0.07780548429033828,0.10848236839845256,0.2946465239739043,0.15227114652051896,0,0,0
161,Kanpur,4.7780000000000005,26468.0,5539.5563,0.05,0.0,44.0,4.0,1.0,5882.0,4889.0,4073.0,,4833.0,38.91491613,96001.31,0.904,0.05320068,0.619,1.0838450000000002,103.0,5.0,2.0,0.428,0.22699999999999998,0.111,0.8240000000000001,0.0972,0.07019541531306626,0.15432540438555015,0.0014805484619381222,0.0832590782125203,0.11583114437515896,0.05478029309171052,0.07637888241880783,0.20745096684332984,0.10720912686151933,0,0,0
162,Kanpur,3.947,43535.0,11029.89612,0.05,1.0,73.0,6.0,2.0,9674.0,8041.0,6699.0,,7949.0,39.049040999999995,96001.31,0.8959999999999999,0.08750535,0.619,1.0838450000000002,170.0,8.0,4.0,0.428,0.22699999999999998,0.111,0.813,0.1371,0.1154585690514712,0.2538369532992642,0.0024352303646091944,0.13694589579802294,0.1905209638194252,0.09010352349054017,0.125629237044839,0.3412187487352412,0.17633932816670106,0,0,0
163,Kanpur,1.013,9962.0,9834.155972,0.05,0.0,17.0,1.0,0.0,2214.0,1840.0,1533.0,,1819.0,39.14876531,96001.31,0.8370000000000001,0.02002362,0.619,1.0838450000000002,39.0,2.0,1.0,0.428,0.22699999999999998,0.111,0.6459999999999999,0.1576,0.02642008188562665,0.058084845038871485,0.000557247384684433,0.031336970574018706,0.04359641303707623,0.020618153233324023,0.028747409198132217,0.07808019237166586,0.040351266502737466,0,0,0
164,Kanpur,1.474,26451.0,17945.04749,0.05,0.0,44.0,4.0,1.0,5878.0,4886.0,4070.0,,4830.0,38.93992666,96001.31,0.904,0.05316651,0.619,1.0838450000000002,103.0,5.0,2.0,0.428,0.22699999999999998,0.111,0.8009999999999999,0.0,0.07015032984909762,0.15422628348957934,0.0014795975278345651,0.08320560215352026,0.11575674776588067,0.05474510852987891,0.07632982540652432,0.20731772419423145,0.10714026804496177,0,0,0
165,Kanpur,1.8559999999999999,17120.0,9224.137931000001,0.05,0.0,29.0,2.0,1.0,3804.0,3162.0,2634.0,,3126.0,39.13551402,96001.31,1.012,0.034411199999999996,0.619,1.0838450000000002,67.0,3.0,2.0,0.428,0.22699999999999998,0.111,0.83,0.1383,0.04540371430254249,0.0998205728835053,0.0009576465795821617,0.053853537063561566,0.07492176181436913,0.03543292344453998,0.04940329707609152,0.13418318544498287,0.06934487879209653,0,0,0
166,Kanpur,0.267,23734.0,88891.38577000001,0.05,0.0,40.0,3.0,1.0,5274.0,4384.0,3652.0,,4334.0,39.18429258,96001.31,0.622,0.04770534,0.619,1.0838450000000002,93.0,5.0,2.0,0.428,0.22699999999999998,0.111,0.628,0.1576,0.06294461187246164,0.13838443205707446,0.0013276158831660645,0.07465886966510339,0.10386641909475683,0.04912178767714438,0.06848936056097872,0.18602241374715087,0.09613500895161324,0,0,0
167,Kanpur,0.371,16847.0,45409.7035,0.05,0.0,28.0,2.0,1.0,3744.0,3112.0,2593.0,,3076.0,39.17611444,96001.31,0.885,0.03386247,0.619,1.0838450000000002,66.0,3.0,2.0,0.428,0.22699999999999998,0.111,0.8270000000000001,0.0,0.04467969479292834,0.09822880790703352,0.0009423756966250396,0.052994774469031634,0.0737270397947825,0.034867900775126456,0.04861549917295056,0.13204346525652022,0.06823908720855433,0,0,0
168,Kanpur,2.806,36280.0,12929.43692,0.05,0.0,61.0,5.0,1.0,8062.0,6701.0,5583.0,,6625.0,38.86438809,96001.31,0.856,0.07292280000000001,0.619,1.0838450000000002,141.0,7.0,3.0,0.428,0.22699999999999998,0.111,0.769,0.1371,0.0962176842813225,0.21153565328350307,0.002029405251591169,0.11412420120712695,0.15877111674213268,0.07508799430887328,0.10469343562620327,0.2843554887817745,0.14695281557110176,0,0,0
169,Kanpur,5.984,41429.0,6923.2954549999995,0.05,1.0,69.0,6.0,1.0,9206.0,7652.0,6374.0,,7565.0,39.10304376,96001.31,0.914,0.08327229,0.619,1.0838450000000002,162.0,8.0,4.0,0.428,0.22699999999999998,0.111,0.787,0.0972,0.1098732756915907,0.2415576234807676,0.0023174264103685387,0.1303211557830778,0.18130453681118566,0.0857447771836359,0.11955193893489455,0.3247123358528152,0.16780893595080415,0,0,0
170,Kanpur,0.747,33610.0,44993.306560000005,0.05,0.0,56.0,4.0,1.0,7469.0,6208.0,5171.0,,6137.0,38.97649509,96001.31,0.919,0.06755610000000001,0.619,1.0838450000000002,131.0,6.0,3.0,0.428,0.22699999999999998,0.111,0.765,0.156,0.08913661435212926,0.19596784197515266,0.0018800526600325032,0.10572531429359253,0.1470864728143076,0.0695619484212026,0.09698859899108853,0.2634285550704365,0.13613793085294182,0,0,0
171,Kanpur,1.933,25718.0,13304.707709999999,0.05,0.0,43.0,3.0,1.0,5715.0,4750.0,3958.0,,4696.0,38.88327242,96001.31,0.924,0.05169318,0.619,1.0838450000000002,100.0,5.0,2.0,0.428,0.22699999999999998,0.111,0.8540000000000001,0.1371,0.06820635072621423,0.14995242368095732,0.0014385954867811935,0.08089984031546005,0.1125489410246463,0.05322803301090416,0.0742146024651239,0.20157261467722368,0.10417123789574406,0,0,0
172,Kanpur,1.413,17824.0,12614.295820000001,0.05,0.0,30.0,2.0,1.0,3961.0,3292.0,2743.0,,3255.0,39.27289048,96001.31,0.898,0.03582624,0.619,1.0838450000000002,70.0,3.0,2.0,0.428,0.22699999999999998,0.111,0.782,0.0972,0.0472707829280676,0.10392534410488308,0.0009970264389294657,0.05606807503626876,0.078002656692717,0.03688997824039022,0.051434834525949484,0.1397009986782345,0.07219644390130422,0,0,0
173,Kanpur,0.8540000000000001,30795.0,36059.71897,0.05,0.0,52.0,4.0,1.0,6843.0,5688.0,4739.0,,5623.0,38.96736483,96001.31,0.88,0.06189795,0.619,1.0838450000000002,120.0,6.0,3.0,0.428,0.22699999999999998,0.111,0.745,0.1383,0.08167099193614462,0.17955458773058094,0.001722589159943497,0.09687030805329312,0.13476726957205007,0.06373579891790937,0.08886533489826158,0.24136513994031825,0.12473572093473205,0,0,0
174,Kanpur,1.636,26288.0,16068.459659999999,0.05,0.0,44.0,4.0,1.0,5842.0,4856.0,4045.0,,4800.0,39.18137553,96001.31,0.85,0.05283888,0.619,1.0838450000000002,103.0,5.0,2.0,0.428,0.22699999999999998,0.111,0.828,0.0972,0.06971803981222179,0.15327588901644787,0.0014704797479004597,0.08269286111722582,0.11504341557103595,0.054407750672317,0.0758594552299237,0.2060401623234644,0.10648003350973327,0,0,0
175,Kanpur,2.1790000000000003,30428.0,13964.203759999999,0.05,0.0,51.0,4.0,1.0,6762.0,5621.0,4683.0,,5556.0,39.10871566,96001.31,0.49200000000000005,0.06116028,0.619,1.0838450000000002,119.0,6.0,3.0,0.428,0.22699999999999998,0.111,0.585,0.1576,0.08069767633164501,0.1774147425058002,0.0017020601707667064,0.0957158543089983,0.13316117806586586,0.06297622631836812,0.0878062805742589,0.23848866628037024,0.12324918060081268,0,0,0
176,Kanpur,1.617,30404.0,18802.72109,0.05,0.0,51.0,4.0,1.0,6756.0,5616.0,4679.0,,5551.0,39.1395869,96001.31,0.866,0.06111204,0.619,1.0838450000000002,119.0,6.0,3.0,0.428,0.22699999999999998,0.111,0.816,0.1383,0.08063402626486578,0.17727480712325325,0.0017007176755616847,0.0956403586962924,0.13305614755864945,0.06292655399578233,0.08773702361574102,0.2383005590110549,0.12315196815390787,0,0,0
177,Kanpur,0.7809999999999999,25117.0,32160.051219999998,0.05,0.0,42.0,3.0,1.0,5582.0,4640.0,3865.0,,4587.0,39.01739857,96001.31,0.8909999999999999,0.05048517,0.619,1.0838450000000002,98.0,5.0,2.0,0.428,0.22699999999999998,0.111,0.81,0.1576,0.0666124469706168,0.14644820847634366,0.0014049771693554413,0.07900930434728247,0.10991880207310216,0.05198415526615132,0.07248029279557187,0.19686209514145064,0.10173687620450282,0,0,0
178,Kanpur,1.849,38563.0,20856.13845,0.05,0.0,65.0,5.0,1.0,8570.0,7123.0,5935.0,,7042.0,38.89738869,96001.31,0.887,0.07751163,0.619,1.0838450000000002,150.0,7.0,4.0,0.428,0.22699999999999998,0.111,0.805,0.156,0.1022723968837001,0.2248470065482836,0.002157110107968861,0.12130572136577827,0.16876214374109322,0.07981307399484784,0.1112815038052171,0.3022491927754015,0.1562001495829216,0,0,0
179,Kanpur,0.8190000000000001,17849.0,21793.65079,0.05,0.0,30.0,2.0,1.0,3966.0,3297.0,2746.0,,3259.0,39.21788335,96001.31,0.953,0.03587649,0.619,1.0838450000000002,70.0,3.0,2.0,0.428,0.22699999999999998,0.111,0.777,0.1383,0.04733708508096267,0.10407111012836953,0.0009984248714346962,0.0561467162995041,0.07811206347106743,0.036941720243083766,0.05150697719107227,0.13989694375043804,0.07229770686683007,0,0,0
180,Kanpur,3.613,24264.0,6715.748685,0.05,0.0,41.0,3.0,1.0,5392.0,4482.0,3734.0,,4431.0,39.15265414,96001.31,0.898,0.04877064,0.619,1.0838450000000002,95.0,5.0,2.0,0.428,0.22699999999999998,0.111,0.779,0.1371,0.06435021751383709,0.1414746717549867,0.0013572626522769607,0.07632606444569262,0.10618584279578576,0.050218718134247546,0.07001878506158203,0.1901764492778659,0.0982817838207611,0,0,0
181,Kanpur,0.319,17286.0,54188.087770000006,0.05,0.0,29.0,2.0,1.0,3841.0,3193.0,2659.0,,3156.0,38.75968992,96001.31,0.9279999999999999,0.03474486,0.619,1.0838450000000002,67.0,3.0,2.0,0.428,0.22699999999999998,0.111,0.831,0.1777,0.045843960597765736,0.10078845927945518,0.0009669321714168953,0.05437571505144422,0.07564822282261592,0.035776490342425124,0.049882324372506885,0.13548426072441436,0.07001726488318813,0,0,0
182,Kanpur,1.8319999999999999,33447.0,18257.09607,0.05,0.0,56.0,4.0,1.0,7433.0,6178.0,5146.0,,6108.0,38.86746195,96001.31,0.915,0.06722847,0.619,1.0838450000000002,130.0,6.0,3.0,0.428,0.22699999999999998,0.111,0.7240000000000001,0.1576,0.08870432431525342,0.19501744750202116,0.0018709348800983973,0.1052125732572981,0.14637314061946285,0.06922459056364069,0.09651822881448788,0.2621509931996695,0.13547769631771334,0,0,0
183,Kanpur,4.405,45795.0,10396.14075,0.05,1.0,77.0,6.0,2.0,10177.0,8459.0,7047.0,,8362.0,39.087236600000004,96001.31,0.89,0.09204795,0.619,1.0838450000000002,179.0,9.0,4.0,0.428,0.22699999999999998,0.111,0.8,0.1777,0.12145228367318535,0.26701420182243724,0.002561648663082073,0.14405506599449774,0.20041133658230334,0.0947810005340367,0.13215093397193986,0.35893218326244103,0.1854935002502372,0,0,0
184,Kanpur,1.482,33312.0,22477.732790000002,0.05,0.0,56.0,4.0,1.0,7403.0,6153.0,5126.0,,6083.0,39.02497598,96001.31,0.87,0.06695712,0.619,1.0838450000000002,130.0,6.0,3.0,0.428,0.22699999999999998,0.111,0.774,0.1576,0.08834629268962005,0.1942303109751944,0.00186338334457015,0.10478791043582723,0.14578234401637055,0.06894518374909554,0.09612865842282478,0.2610928898097704,0.1349308763038738,0,0,0
185,Kanpur,0.9890000000000001,29797.0,30128.412539999998,0.05,0.0,50.0,4.0,1.0,6622.0,5504.0,4586.0,,5441.0,38.93009363,96001.31,0.8809999999999999,0.05989197,0.619,1.0838450000000002,116.0,6.0,3.0,0.428,0.22699999999999998,0.111,0.816,0.156,0.07902420999257351,0.17373560807300278,0.001666763734334677,0.0937309488249383,0.1303997509803012,0.06167025817038305,0.08598539970655951,0.23354301265795294,0.12069330335094045,0,0,0
186,Kanpur,3.677,33846.0,9204.786511,0.05,0.0,57.0,5.0,1.0,7521.0,6251.0,5208.0,,6180.0,39.00017727,96001.31,0.917,0.06803046,0.619,1.0838450000000002,132.0,6.0,3.0,0.428,0.22699999999999998,0.111,0.753,0.0972,0.08976250667545871,0.19734387323686453,0.0018932538628818837,0.10646768781853416,0.14811927280193554,0.07005039292662968,0.09766962574984774,0.265278276552038,0.13709385324750578,0,0,0
187,Kanpur,2.865,28876.0,10078.88307,0.05,0.0,48.0,4.0,1.0,6417.0,5334.0,4443.0,,5273.0,39.13284388,96001.31,0.927,0.05804076,0.619,1.0838450000000002,113.0,5.0,3.0,0.428,0.22699999999999998,0.111,0.795,0.1777,0.07658163867991921,0.1683655877677628,0.0016152454808419686,0.09083380468734834,0.12636920526587164,0.05976408279115283,0.08332766392343566,0.22632439619797465,0.1169627757009684,0,0,0
188,Kanpur,0.267,17786.0,66614.23221,0.05,0.0,30.0,2.0,1.0,3952.0,3285.0,2737.0,,3247.0,38.79455752,96001.31,0.861,0.03574986,0.619,1.0838450000000002,69.0,3.0,2.0,0.428,0.22699999999999998,0.111,0.809,0.156,0.047170003655667085,0.10370377974918372,0.0009949008215215144,0.05594854031615104,0.07783635838962435,0.036811330396296034,0.05132517767496282,0.1394031621684851,0.07204252419370495,0,0,0
